zip,State,cohort_population,total_population,pop_density,total_population_2019,cohort_population_2019,pop_density_2019,cohort_pop_change,cohort_pop_change_pc,pc_total_ethnicity,c_p_rank,c_pd_rank,c_yoy_rank,zip_code_rank
45750,OH,75,20561,0.36%,20574,98,0.48%,-13,-13.27%,0.00%,114113,7334,33705,6818
45735,,16,1073,1.49%,1037,9,0.87%,36,400.00%,0.00%,166155,2817,4132,7655
45701,OH,955,33241,2.87%,30070,1034,3.44%,3171,306.67%,0.02%,37973,1489,4393,505
45694,OH,7,7504,0.09%,8315,0,0.00%,-811,0.00%,0.00%,187653,10659,6033,9976
45674,OH,13,832,1.56%,513,21,4.09%,319,1519.05%,0.00%,172102,2667,2372,7875
45669,OH,22,6767,0.33%,6412,0,0.00%,355,0.00%,0.00%,156355,7720,6033,7760
45663,OH,4,2857,0.14%,2988,5,0.17%,-131,-2620.00%,0.00%,196976,9936,37853,38425
45662,OH,64,17001,0.38%,18691,0,0.00%,-1690,0.00%,0.00%,119929,7232,6033,5440
45631,OH,36,7892,0.46%,9531,40,0.42%,-1639,-4097.50%,0.00%,140062,6578,38340,8586
45612,OH,24,2783,0.86%,3182,34,1.07%,-399,-1173.53%,0.00%,153724,4406,36796,9020
45601,OH,192,36460,0.53%,40239,24,0.06%,-3779,-15745.83%,0.00%,81582,6078,39263,4989
45505,OH,114,12648,0.90%,11608,89,0.77%,1040,1168.54%,0.00%,99299,4255,2720,3575
45504,OH,23,12948,0.18%,15555,35,0.23%,-2607,-7448.57%,0.00%,155040,9423,38869,9820
45502,,13,14663,0.09%,12982,10,0.08%,1681,16810.00%,0.00%,172102,10733,220,8714
45459,OH,301,26756,1.12%,26920,312,1.16%,-164,-52.56%,0.01%,67325,3574,34001,3457
45458,OH,526,34923,1.51%,30094,420,1.40%,4829,1149.76%,0.01%,51924,2796,2751,1007
45449,OH,171,16182,1.06%,12732,58,0.46%,3450,5948.28%,0.00%,85456,3773,814,2630
45440,OH,114,21319,0.53%,20619,147,0.71%,700,476.19%,0.00%,99299,6029,3927,3862
45439,OH,81,8467,0.96%,6795,255,3.75%,1672,655.69%,0.00%,111358,4074,3515,4366
45434,OH,25,12438,0.20%,12979,94,0.72%,-541,-575.53%,0.00%,152390,9132,35851,9472
45431,OH,36,23977,0.15%,23837,472,1.98%,140,29.66%,0.00%,140062,9806,5770,7001
45430,,63,6595,0.96%,7169,60,0.84%,-574,-956.67%,0.00%,120464,4078,36537,6981
45429,OH,152,26484,0.57%,25434,265,1.04%,1050,396.23%,0.00%,89374,5771,4144,3250
45426,OH,18,3565,0.50%,3241,57,1.76%,324,568.42%,0.00%,162669,6237,3701,7818
45424,OH,35,36853,0.09%,36877,64,0.17%,-24,-37.50%,0.00%,141014,10630,33902,8835
45420,OH,203,19081,1.06%,20548,335,1.63%,-1467,-437.91%,0.00%,79768,3747,35560,4351
45419,OH,238,17054,1.40%,15033,109,0.73%,2021,1854.13%,0.01%,74659,2987,2114,2036
45417,OH,1,5421,0.02%,5157,0,0.00%,264,0.00%,0.00%,207192,11731,6033,12399
45415,OH,15,6426,0.23%,7446,34,0.46%,-1020,-3000.00%,0.00%,168033,8734,37996,11298
45414,OH,169,13142,1.29%,12831,123,0.96%,311,252.85%,0.00%,85872,3200,4586,2781
45410,OH,84,12234,0.69%,12298,39,0.32%,-64,-164.10%,0.00%,110072,5169,34614,6344
45409,OH,272,15403,1.77%,15836,274,1.73%,-433,-158.03%,0.01%,70388,2370,34590,3534
45406,OH,6,4038,0.15%,3679,12,0.33%,359,2991.67%,0.00%,190740,9829,1499,9779
45404,OH,3,5454,0.06%,6195,4,0.06%,-741,-18525.00%,0.00%,200287,11240,39306,38598
45403,OH,9,8139,0.11%,9428,0,0.00%,-1289,0.00%,0.00%,181716,10397,6033,9587
45390,,20,2418,0.83%,2479,30,1.21%,-61,-203.33%,0.00%,159334,4544,34781,9260
45387,OH,12,5488,0.22%,5223,13,0.25%,265,2038.46%,0.00%,174279,8898,1972,8730
45385,OH,23,32134,0.07%,30292,18,0.06%,1842,10233.33%,0.00%,155040,10977,430,7740
45384,,7,1013,0.69%,1139,3,0.26%,-126,-4200.00%,0.00%,187653,5146,38364,12324
45377,OH,62,11999,0.52%,13728,0,0.00%,-1729,0.00%,0.00%,121037,6156,6033,5374
45373,OH,99,30519,0.32%,31378,41,0.13%,-859,-2095.12%,0.00%,104221,7728,37560,6481
45371,OH,37,20252,0.18%,18218,58,0.32%,2034,3506.90%,0.00%,139136,9354,1303,6601
45365,OH,53,20857,0.25%,22893,79,0.35%,-2036,-2577.22%,0.00%,126580,8479,37829,7970
45363,,22,1723,1.28%,1832,30,1.64%,-109,-363.33%,0.00%,156355,3226,35340,8959
45352,,5,159,3.14%,160,3,1.88%,-1,-33.33%,0.00%,193878,1366,33869,11687
45342,OH,43,30969,0.14%,31344,132,0.42%,-375,-284.09%,0.00%,133990,9960,35093,8422
45338,OH,6,3529,0.17%,4087,4,0.10%,-558,-13950.00%,0.00%,190740,9536,39221,38302
45335,OH,6,5991,0.10%,5652,10,0.18%,339,3390.00%,0.00%,190740,10553,1345,9856
45331,OH,4,15907,0.03%,16527,11,0.07%,-620,-5636.36%,0.00%,196976,11664,38652,38528
45325,,12,2099,0.57%,2382,19,0.80%,-283,-1489.47%,0.00%,174279,5788,37123,11265
45324,OH,177,33561,0.53%,32913,139,0.42%,648,466.19%,0.00%,84288,6075,3954,2969
45323,OH,3,4175,0.07%,4320,0,0.00%,-145,0.00%,0.00%,200287,10975,6033,11571
45322,OH,103,16249,0.63%,17117,197,1.15%,-868,-440.61%,0.00%,102809,5432,35567,5981
45314,OH,16,5797,0.28%,5769,26,0.45%,28,107.69%,0.00%,166155,8223,5244,8342
45309,OH,150,8743,1.72%,8339,53,0.64%,404,762.26%,0.00%,89818,2440,3317,2837
45305,OH,86,11091,0.78%,10760,20,0.19%,331,1655.00%,0.00%,109177,4759,2262,4228
45255,OH,114,20188,0.56%,21681,157,0.72%,-1493,-950.96%,0.00%,99299,5825,36527,5873
45251,OH,97,12894,0.75%,15196,53,0.35%,-2302,-4343.40%,0.00%,104898,4861,38408,6217
45249,OH,114,14535,0.78%,13080,189,1.44%,1455,769.84%,0.00%,99299,4718,3302,3671
45248,OH,106,24328,0.44%,26942,46,0.17%,-2614,-5682.61%,0.00%,101789,6734,38661,6274
45247,OH,51,22685,0.22%,23024,54,0.23%,-339,-627.78%,0.00%,127917,8840,35962,7983
45246,OH,18,7961,0.23%,8407,72,0.86%,-446,-619.44%,0.00%,162669,8829,35944,10048
45244,OH,56,26293,0.21%,27787,97,0.35%,-1494,-1540.21%,0.00%,124712,8968,37164,7876
45243,OH,180,17601,1.02%,15901,415,2.61%,1700,409.64%,0.00%,83692,3864,4099,2710
45242,OH,496,21593,2.30%,21203,368,1.74%,390,105.98%,0.01%,53429,1859,5254,1097
45241,OH,162,21237,0.76%,21577,198,0.92%,-340,-171.72%,0.00%,87280,4815,34645,4912
45240,OH,210,11803,1.78%,11094,177,1.60%,709,400.56%,0.00%,78643,2345,4126,2286
45238,OH,30,38958,0.08%,39084,17,0.04%,-126,-741.18%,0.00%,146389,10889,36190,9330
45237,OH,164,6144,2.67%,4892,198,4.05%,1252,632.32%,0.00%,86882,1594,3555,2616
45236,OH,380,20795,1.83%,22108,428,1.94%,-1313,-306.78%,0.01%,60567,2290,35167,2965
45233,,20,14898,0.13%,17348,34,0.20%,-2450,-7205.88%,0.00%,159334,10021,38838,10992
45231,OH,26,22784,0.11%,21966,57,0.26%,818,1435.09%,0.00%,151134,10347,2454,7569
45230,OH,138,25320,0.55%,26975,158,0.59%,-1655,-1047.47%,0.00%,92690,5961,36659,5488
45229,OH,68,5825,1.17%,4143,49,1.18%,1682,3432.65%,0.00%,117695,3491,1325,4558
45227,OH,24,13556,0.18%,13690,76,0.56%,-134,-176.32%,0.00%,153724,9430,34662,9516
45226,,113,5393,2.10%,5340,18,0.34%,53,294.44%,0.00%,99614,2023,4436,3440
45223,OH,18,7954,0.23%,7282,20,0.27%,672,3360.00%,0.00%,162669,8826,1354,7993
45220,OH,647,12698,5.10%,13400,839,6.26%,-702,-83.67%,0.01%,46728,804,34224,2029
45219,OH,474,14208,3.34%,13609,411,3.02%,599,145.74%,0.01%,54599,1283,5061,1090
45218,OH,9,3585,0.25%,3064,0,0.00%,521,0.00%,0.00%,181716,8512,6033,9358
45215,OH,235,22021,1.07%,21622,208,0.96%,399,191.83%,0.01%,75053,3739,4843,2282
45213,OH,148,8004,1.85%,8029,0,0.00%,-25,0.00%,0.00%,90278,2266,6033,3007
45212,OH,104,15543,0.67%,16556,74,0.45%,-1013,-1368.92%,0.00%,102471,5262,37000,6033
45211,OH,58,24912,0.23%,25137,19,0.08%,-225,-1184.21%,0.00%,123498,8746,36810,7758
45209,OH,90,10867,0.83%,10663,110,1.03%,204,185.45%,0.00%,107533,4541,4876,4258
45208,OH,110,19471,0.56%,19683,135,0.69%,-212,-157.04%,0.00%,100548,5821,34587,5832
45207,OH,25,3132,0.80%,2140,6,0.28%,992,16533.33%,0.00%,152390,4655,224,6777
45206,OH,36,6544,0.55%,5866,93,1.59%,678,729.03%,0.00%,140062,5922,3378,6360
45205,OH,150,10224,1.47%,10627,15,0.14%,-403,-2686.67%,0.00%,89818,2859,37880,5014
45203,,45,1011,4.45%,670,9,1.34%,341,3788.89%,0.00%,132388,963,1225,5142
45202,OH,79,12991,0.61%,11515,98,0.85%,1476,1506.12%,0.00%,112263,5569,2386,4539
45174,,4,2112,0.19%,2515,3,0.12%,-403,-13433.33%,0.00%,196976,9271,39208,38426
45157,OH,10,7060,0.14%,7238,13,0.18%,-178,-1369.23%,0.00%,179075,9912,37001,12240
45154,OH,11,4904,0.22%,5036,38,0.75%,-132,-347.37%,0.00%,176579,8844,35298,11625
45152,OH,86,12970,0.66%,11164,26,0.23%,1806,6946.15%,0.00%,109177,5291,681,4194
45150,OH,263,30164,0.87%,30387,180,0.59%,-223,-123.89%,0.01%,71436,4365,34432,3819
45140,OH,146,53841,0.27%,53165,383,0.72%,676,176.50%,0.00%,90763,8286,4920,3684
45133,OH,48,13642,0.35%,15331,42,0.27%,-1689,-4021.43%,0.00%,130082,7454,38316,8085
45123,OH,4,5293,0.08%,5332,0,0.00%,-39,0.00%,0.00%,196976,10914,6033,11379
45121,OH,3,5724,0.05%,6913,5,0.07%,-1189,-23780.00%,0.00%,200287,11274,39363,38602
45103,OH,26,28593,0.09%,27204,14,0.05%,1389,9921.43%,0.00%,151134,10697,451,7483
45102,OH,3,18932,0.02%,17220,100,0.58%,1712,1712.00%,0.00%,200287,11765,2219,11446
45069,OH,1321,48010,2.75%,43725,1019,2.33%,4285,420.51%,0.03%,31727,1558,4082,367
45066,OH,179,23018,0.78%,21223,130,0.61%,1795,1380.77%,0.00%,83893,4742,2508,2729
45065,OH,61,4353,1.40%,3704,27,0.73%,649,2403.70%,0.00%,121614,2978,1757,4771
45056,OH,1574,19707,7.99%,20717,1420,6.85%,-1010,-71.13%,0.04%,28768,460,34143,1163
45052,OH,2,4776,0.04%,4110,0,0.00%,666,0.00%,0.00%,203648,11448,6033,11800
45051,,4,238,1.68%,112,4,3.57%,126,3150.00%,0.00%,196976,2494,1444,9276
45044,OH,208,42432,0.49%,39967,141,0.35%,2465,1748.23%,0.00%,78947,6339,2188,2629
45042,OH,88,19856,0.44%,19332,132,0.68%,524,396.97%,0.00%,108331,6676,4140,4544
45040,OH,2063,52782,3.91%,51112,1882,3.68%,1670,88.74%,0.05%,24419,1091,5368,234
45039,OH,17,27896,0.06%,26582,63,0.24%,1314,2085.71%,0.00%,164328,11139,1942,8395
45036,OH,6,31628,0.02%,29410,76,0.26%,2218,2918.42%,0.00%,190740,11722,1522,10014
45015,OH,17,8146,0.21%,9001,16,0.18%,-855,-5343.75%,0.00%,164328,9021,38603,11139
45014,OH,775,32789,2.36%,32708,153,0.47%,81,52.94%,0.02%,42402,1806,5608,703
45013,OH,30,40955,0.07%,46007,64,0.14%,-5052,-7893.75%,0.00%,146389,10948,38899,9514
45011,OH,190,57597,0.33%,56184,144,0.26%,1413,981.25%,0.00%,81951,7675,2971,2962
45005,OH,137,23725,0.58%,23687,93,0.39%,38,40.86%,0.00%,92924,5751,5688,3550
45002,OH,17,14255,0.12%,14577,0,0.00%,-322,0.00%,0.00%,164328,10261,6033,8539
44907,OH,26,11280,0.23%,11893,23,0.19%,-613,-2665.22%,0.00%,151134,8769,37872,9477
44906,OH,31,13137,0.24%,14032,49,0.35%,-895,-1826.53%,0.00%,145282,8697,37392,9059
44904,OH,14,11397,0.12%,11469,12,0.10%,-72,-600.00%,0.00%,170039,10215,35905,11467
44903,OH,25,18124,0.14%,17269,15,0.09%,855,5700.00%,0.00%,152390,9971,839,7500
44889,OH,5,8037,0.06%,7620,4,0.05%,417,10425.00%,0.00%,193878,11122,416,10884
44883,OH,13,25952,0.05%,25414,79,0.31%,538,681.01%,0.00%,172102,11316,3463,8963
44870,OH,147,32739,0.45%,32672,99,0.30%,67,67.68%,0.00%,90509,6631,5518,3503
44839,OH,2,13823,0.01%,13417,0,0.00%,406,0.00%,0.00%,203648,11776,6033,11841
44833,OH,45,13775,0.33%,15363,0,0.00%,-1588,0.00%,0.00%,132388,7704,6033,6267
44824,OH,13,3603,0.36%,4044,53,1.31%,-441,-832.08%,0.00%,172102,7377,36353,11278
44820,OH,26,13796,0.19%,13053,54,0.41%,743,1375.93%,0.00%,151134,9284,2513,7439
44811,OH,26,12206,0.21%,11783,39,0.33%,423,1084.62%,0.00%,151134,8966,2825,7420
44805,OH,21,26085,0.08%,27728,70,0.25%,-1643,-2347.14%,0.00%,157857,10848,37710,10926
44730,OH,4,5793,0.07%,4630,0,0.00%,1163,0.00%,0.00%,196976,11022,6033,11393
44720,OH,306,43632,0.70%,42169,274,0.65%,1463,533.94%,0.01%,66829,5116,3792,1943
44718,OH,76,13325,0.57%,13269,25,0.19%,56,224.00%,0.00%,113663,5799,4693,4811
44708,OH,202,23240,0.87%,25427,65,0.26%,-2187,-3364.62%,0.00%,79946,4378,38133,4620
44691,OH,201,42147,0.48%,42061,200,0.48%,86,43.00%,0.00%,80113,6433,5668,2879
44685,OH,179,31800,0.56%,31528,164,0.52%,272,165.85%,0.00%,83893,5836,4964,2977
44681,OH,3,7662,0.04%,7137,6,0.08%,525,8750.00%,0.00%,200287,11490,532,11321
44677,OH,3,2159,0.14%,2477,3,0.12%,-318,-10600.00%,0.00%,200287,9959,39089,38532
44667,OH,106,11995,0.88%,12062,68,0.56%,-67,-98.53%,0.00%,101789,4315,34306,5699
44663,OH,66,23912,0.28%,23271,64,0.28%,641,1001.56%,0.00%,118785,8222,2945,5303
44646,OH,33,45629,0.07%,47123,193,0.41%,-1494,-774.09%,0.00%,143140,10968,36246,9150
44641,OH,15,19469,0.08%,19847,31,0.16%,-378,-1219.35%,0.00%,168033,10888,36846,11482
44622,OH,12,18583,0.06%,18116,11,0.06%,467,4245.45%,0.00%,174279,11086,1099,8925
44514,OH,12,28094,0.04%,28279,34,0.12%,-185,-544.12%,0.00%,174279,11439,35790,11821
44512,OH,17,36891,0.05%,38690,107,0.28%,-1799,-1681.31%,0.00%,164328,11380,37278,11348
44509,OH,5,9941,0.05%,12193,0,0.00%,-2252,0.00%,0.00%,193878,11309,6033,11238
44484,OH,178,20390,0.87%,22079,27,0.12%,-1689,-6255.56%,0.00%,84080,4360,38731,4910
44481,OH,14,8967,0.16%,9220,0,0.00%,-253,0.00%,0.00%,170039,9725,6033,8807
44470,OH,94,3078,3.05%,3138,35,1.12%,-60,-171.43%,0.00%,105996,1405,34644,5631
44460,OH,28,25282,0.11%,25672,26,0.10%,-390,-1500.00%,0.00%,148684,10396,37132,9481
44406,OH,189,26081,0.72%,26086,160,0.61%,-5,-3.12%,0.00%,82135,4997,33594,4537
44333,OH,215,21935,0.98%,21743,205,0.94%,192,93.66%,0.00%,77933,4002,5331,2501
44325,,7,1127,0.62%,0,0,NaN,1127,0.00%,0.00%,187653,5498,6033,9355
44321,OH,582,17154,3.39%,16846,303,1.80%,308,101.65%,0.01%,49303,1256,5279,891
44319,OH,126,22612,0.56%,23195,40,0.17%,-583,-1457.50%,0.00%,95799,5863,37099,5692
44314,OH,274,13945,1.96%,14731,103,0.70%,-786,-763.11%,0.01%,70150,2153,36219,3589
44313,OH,95,23287,0.41%,22975,287,1.25%,312,108.71%,0.00%,105643,6952,5236,4472
44312,OH,8,28735,0.03%,31549,35,0.11%,-2814,-8040.00%,0.00%,184591,11637,38918,38244
44310,OH,95,17973,0.53%,20155,111,0.55%,-2182,-1965.77%,0.00%,105643,6070,37499,6359
44308,,13,1153,1.13%,1029,7,0.68%,124,1771.43%,0.00%,172102,3567,2173,7974
44306,OH,19,11683,0.16%,12214,19,0.16%,-531,-2794.74%,0.00%,160988,9639,37928,10991
44304,OH,174,2416,7.20%,4079,198,4.85%,-1663,-839.90%,0.00%,84849,516,36367,4309
44303,OH,22,7070,0.31%,7678,151,1.97%,-608,-402.65%,0.00%,156355,7859,35460,9535
44301,OH,10,11179,0.09%,11656,0,0.00%,-477,0.00%,0.00%,179075,10715,6033,9476
44286,OH,52,7588,0.69%,7798,0,0.00%,-210,0.00%,0.00%,127257,5178,6033,5642
44281,OH,17,34724,0.05%,32925,11,0.03%,1799,16354.55%,0.00%,164328,11334,230,8307
44278,OH,34,18200,0.19%,19428,6,0.03%,-1228,-20466.67%,0.00%,142027,9302,39334,9056
44272,OH,6,6419,0.09%,5935,14,0.24%,484,3457.14%,0.00%,190740,10651,1320,9870
44270,OH,40,6854,0.58%,8000,0,0.00%,-1146,0.00%,0.00%,136542,5716,6033,6280
44266,OH,28,31219,0.09%,32184,18,0.06%,-965,-5361.11%,0.00%,148684,10711,38604,9598
44264,,241,3565,6.76%,3511,8,0.23%,54,675.00%,0.01%,74235,552,3472,1836
44256,OH,165,74593,0.22%,73363,170,0.23%,1230,723.53%,0.00%,86683,8872,3391,3425
44243,,49,4132,1.19%,5703,89,1.56%,-1571,-1765.17%,0.00%,129358,3442,37347,7528
44240,OH,459,40508,1.13%,41974,593,1.41%,-1466,-247.22%,0.01%,55495,3555,34953,2819
44236,OH,272,31310,0.87%,30301,330,1.09%,1009,305.76%,0.01%,70388,4379,4397,2074
44234,OH,2,3748,0.05%,4350,19,0.44%,-602,-3168.42%,0.00%,203648,11263,38060,38622
44233,OH,15,9834,0.15%,9814,14,0.14%,20,142.86%,0.00%,168033,9777,5073,8652
44231,OH,18,8784,0.20%,9048,38,0.42%,-264,-694.74%,0.00%,162669,9079,36097,10908
44224,OH,100,40776,0.25%,43509,197,0.45%,-2733,-1387.31%,0.00%,103855,8588,37023,6540
44223,OH,94,19874,0.47%,20034,33,0.16%,-160,-484.85%,0.00%,105996,6459,35656,6311
44221,OH,152,31343,0.48%,30350,138,0.45%,993,719.57%,0.00%,89374,6377,3397,3278
44212,OH,83,53847,0.15%,53392,78,0.15%,455,583.33%,0.00%,110515,9758,3666,5029
44203,OH,75,32601,0.23%,36838,43,0.12%,-4237,-9853.49%,0.00%,114113,8777,39057,7344
44202,OH,413,25155,1.64%,24543,237,0.97%,612,258.23%,0.01%,58339,2560,4557,1344
44149,OH,130,25292,0.51%,22762,99,0.43%,2530,2555.56%,0.00%,94720,6174,1686,3473
44147,OH,64,24640,0.26%,24412,116,0.48%,228,196.55%,0.00%,119929,8417,4824,5509
44145,OH,470,42225,1.11%,39693,451,1.14%,2532,561.42%,0.01%,54842,3604,3716,1242
44144,OH,260,22418,1.16%,22488,222,0.99%,-70,-31.53%,0.01%,71792,3508,33857,3714
44143,OH,244,20151,1.21%,20281,410,2.02%,-130,-31.71%,0.01%,73830,3370,33859,3807
44142,OH,122,20489,0.60%,21830,58,0.27%,-1341,-2312.07%,0.00%,96925,5647,37690,5780
44141,OH,119,16087,0.74%,16564,105,0.63%,-477,-454.29%,0.00%,97761,4928,35596,5616
44139,OH,1313,23074,5.69%,22317,1409,6.31%,757,53.73%,0.03%,31844,681,5603,364
44138,OH,119,27511,0.43%,27551,142,0.52%,-40,-28.17%,0.00%,97761,6761,33830,5728
44136,OH,162,30288,0.53%,30493,322,1.06%,-205,-63.66%,0.00%,87280,6025,34085,5013
44135,OH,51,25337,0.20%,25137,195,0.78%,200,102.56%,0.00%,127917,9128,5274,6116
44134,OH,112,44902,0.25%,43737,98,0.22%,1165,1188.78%,0.00%,99917,8533,2692,4149
44133,OH,131,36145,0.36%,37247,193,0.52%,-1102,-570.98%,0.00%,94447,7356,35848,5723
44131,OH,234,26616,0.88%,26502,112,0.42%,114,101.79%,0.01%,75199,4335,5278,2381
44130,OH,108,57467,0.19%,58533,129,0.22%,-1066,-826.36%,0.00%,101159,9287,36342,6414
44129,OH,41,31530,0.13%,33526,37,0.11%,-1996,-5394.59%,0.00%,135641,10088,38611,8751
44126,OH,220,21944,1.00%,20938,158,0.75%,1006,636.71%,0.00%,77196,3919,3547,2351
44125,OH,8,17505,0.05%,19633,5,0.03%,-2128,-42560.00%,0.00%,184591,11386,39447,38245
44124,OH,508,39594,1.28%,37965,347,0.91%,1629,469.45%,0.01%,52810,3208,3940,1127
44122,OH,492,27037,1.82%,23049,696,3.02%,3988,572.99%,0.01%,53618,2297,3692,1076
44121,OH,96,16455,0.58%,16302,110,0.67%,153,139.09%,0.00%,105254,5717,5094,4279
44120,OH,720,11903,6.05%,12887,783,6.08%,-984,-125.67%,0.02%,44203,633,34440,1901
44118,OH,453,30977,1.46%,28472,449,1.58%,2505,557.91%,0.01%,55837,2871,3721,1232
44116,OH,86,25989,0.33%,25982,73,0.28%,7,9.59%,0.00%,109177,7659,5931,4846
44115,OH,105,4284,2.45%,3717,198,5.33%,567,286.36%,0.00%,102132,1735,4460,3546
44114,OH,908,6072,14.95%,5362,882,16.45%,710,80.50%,0.02%,39029,167,5424,495
44113,OH,67,18395,0.36%,17889,44,0.25%,506,1150.00%,0.00%,118210,7340,2749,5147
44112,OH,9,2444,0.37%,2436,10,0.41%,8,80.00%,0.00%,181716,7303,5429,9178
44111,OH,113,42552,0.27%,41137,95,0.23%,1415,1489.47%,0.00%,99614,8348,2404,4077
44109,OH,62,38647,0.16%,38477,157,0.41%,170,108.28%,0.00%,121037,9666,5243,5760
44108,OH,32,2751,1.16%,2428,7,0.29%,323,4614.29%,0.00%,144181,3500,1023,6169
44107,OH,239,62218,0.38%,62898,177,0.28%,-680,-384.18%,0.01%,74506,7178,35408,4439
44106,OH,1239,16299,7.60%,17387,1355,7.79%,-1088,-80.30%,0.03%,32874,483,34199,1347
44104,OH,47,1171,4.01%,1277,0,0.00%,-106,0.00%,0.00%,130841,1070,6033,5351
44103,OH,247,4278,5.77%,4200,266,6.33%,78,29.32%,0.01%,73447,670,5773,1929
44102,OH,68,38672,0.18%,40827,66,0.16%,-2155,-3265.15%,0.00%,117695,9450,38097,7588
44095,OH,71,37343,0.19%,39267,89,0.23%,-1924,-2161.80%,0.00%,116163,9263,37604,7442
44094,OH,64,42460,0.15%,40651,63,0.15%,1809,2871.43%,0.00%,119929,9796,1538,5472
44092,OH,5,18521,0.03%,17951,25,0.14%,570,2280.00%,0.00%,193878,11645,1819,11028
44087,OH,140,20375,0.69%,20757,214,1.03%,-382,-178.50%,0.00%,92209,5167,34672,5250
44077,OH,81,62621,0.13%,63004,62,0.10%,-383,-617.74%,0.00%,111358,10100,35940,7128
44074,OH,171,9856,1.73%,10114,310,3.07%,-258,-83.23%,0.00%,85456,2411,34222,4454
44070,OH,364,40178,0.91%,39307,217,0.55%,871,401.38%,0.01%,61727,4233,4124,1618
44067,OH,185,22517,0.82%,22447,76,0.34%,70,92.11%,0.00%,82839,4561,5345,2801
44062,OH,1,14124,0.01%,12853,6,0.05%,1271,21183.33%,0.00%,207192,11842,166,11719
44060,OH,125,71845,0.17%,72605,175,0.24%,-760,-434.29%,0.00%,96092,9479,35550,6060
44057,OH,14,22983,0.06%,23840,12,0.05%,-857,-7141.67%,0.00%,170039,11141,38833,11728
44056,OH,54,13585,0.40%,13651,59,0.43%,-66,-111.86%,0.00%,125933,7056,34376,7575
44055,OH,48,17654,0.27%,15628,20,0.13%,2026,10130.00%,0.00%,130082,8278,437,5848
44053,OH,103,20129,0.51%,21206,68,0.32%,-1077,-1583.82%,0.00%,102809,6188,37198,6180
44044,OH,24,15680,0.15%,15812,20,0.13%,-132,-660.00%,0.00%,153724,9770,36033,9635
44040,,39,3371,1.16%,3262,42,1.29%,109,259.52%,0.00%,137376,3516,4551,5962
44035,OH,137,58887,0.23%,59314,165,0.28%,-427,-258.79%,0.00%,92924,8747,35005,5747
44030,OH,58,16592,0.35%,16011,58,0.36%,581,1001.72%,0.00%,123498,7462,2944,5492
44024,OH,41,29818,0.14%,28974,42,0.14%,844,2009.52%,0.00%,135641,9979,1994,6508
44023,OH,63,22235,0.28%,20347,104,0.51%,1888,1815.38%,0.00%,120464,8135,2140,5343
44022,OH,80,17838,0.45%,18899,41,0.22%,-1061,-2587.80%,0.00%,111786,6638,37834,6840
44017,OH,58,21423,0.27%,22273,105,0.47%,-850,-809.52%,0.00%,123498,8292,36312,7677
44012,OH,271,30752,0.88%,29266,140,0.48%,1486,1061.43%,0.01%,70508,4324,2855,2001
44011,OH,263,28195,0.93%,26462,162,0.61%,1733,1069.75%,0.01%,71436,4148,2845,2031
44004,OH,18,31639,0.06%,31532,13,0.04%,107,823.08%,0.00%,162669,11212,3224,8377
43964,OH,19,7841,0.24%,7739,0,0.00%,102,0.00%,0.00%,160988,8622,6033,8141
43952,OH,100,13183,0.76%,15428,91,0.59%,-2245,-2467.03%,0.00%,103855,4839,37775,6107
43950,OH,20,14164,0.14%,14993,90,0.60%,-829,-921.11%,0.00%,159334,9920,36477,10007
43920,OH,23,16900,0.14%,19028,0,0.00%,-2128,0.00%,0.00%,155040,9998,6033,7952
43844,OH,108,3749,2.88%,2501,0,0.00%,1248,0.00%,0.00%,101159,1485,6033,3552
43832,OH,6,5949,0.10%,5837,0,0.00%,112,0.00%,0.00%,190740,10540,6033,10976
43812,OH,9,14810,0.06%,14449,0,0.00%,361,0.00%,0.00%,181716,11147,6033,9671
43804,,1,2493,0.04%,2800,4,0.14%,-307,-7675.00%,0.00%,207192,11476,38885,38733
43793,OH,15,3139,0.48%,3591,0,0.00%,-452,0.00%,0.00%,168033,6428,6033,8290
43762,OH,3,3887,0.08%,4492,48,1.07%,-605,-1260.42%,0.00%,200287,10884,36886,38527
43725,OH,14,15757,0.09%,16278,69,0.42%,-521,-755.07%,0.00%,170039,10730,36208,11539
43701,OH,65,37841,0.17%,39023,29,0.07%,-1182,-4075.86%,0.00%,119363,9501,38335,7697
43623,OH,156,21199,0.74%,19953,71,0.36%,1246,1754.93%,0.00%,88510,4952,2183,2982
43617,OH,58,10026,0.58%,6314,113,1.79%,3712,3284.96%,0.00%,123498,5745,1390,5188
43616,OH,69,20786,0.33%,22066,138,0.63%,-1280,-927.54%,0.00%,117209,7647,36488,7226
43615,OH,600,32204,1.86%,31939,197,0.62%,265,134.52%,0.01%,48558,2252,5116,935
43614,OH,58,27587,0.21%,29544,113,0.38%,-1957,-1731.86%,0.00%,123498,9003,37314,7815
43613,OH,57,27910,0.20%,31509,144,0.46%,-3599,-2499.31%,0.00%,124056,9090,37793,7895
43612,OH,170,23713,0.72%,26785,119,0.44%,-3072,-2581.51%,0.00%,85676,5034,37830,5025
43611,OH,14,18149,0.08%,17918,13,0.07%,231,1776.92%,0.00%,170039,10886,2168,8725
43609,OH,75,15766,0.48%,17198,103,0.60%,-1432,-1390.29%,0.00%,114113,6438,37026,6911
43608,OH,32,6038,0.53%,5676,28,0.49%,362,1292.86%,0.00%,144181,6058,2596,6583
